Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
0,0.01,274.29,191.88,279.21,745.38,-6.583525,3.415617,12.425176,1
0,0.02,286.59,199.26,276.75,762.6,-6.895129,3.008715,11.788162,1
0,0.03,293.97,201.72,269.37,765.06,-6.947074,2.601892,11.768117,1
0,0.04,301.35,201.72,259.53,762.6,-6.461608,2.700659,12.030459,1
0,0.05,303.81,201.72,247.23,752.76,-6.734402,2.411798,12.041267,1
0,0.06,307.5,199.26,234.93,741.69,-7.008119,1.89458,12.098973,1
0,0.07,303.81,196.8,221.4,722.01,NaN,NaN,NaN,1
0,0.08,301.35,191.88,214.02,707.25,-7.246165,1.809072,12.335565,1
0,0.09,298.89,189.42,206.64,694.95,-7.142594,0.964177,11.803836,1
0,0.1,296.43,186.96,196.8,680.19,-6.752664,1.06935,11.928451,1
0,0.11,294.4,184.32,186.88,665.6,-6.846719,0.816754,11.640299,1
0,0.12,294.4,181.76,179.2,655.36,-6.497047,0.987263,11.933026,1
0,0.13,296.96,179.2,168.96,645.12,-6.508979,0.776099,11.730662,1
0,0.14,302.08,179.2,161.28,642.56,-6.502587,0.69229,11.590251,1
0,0.15,304.64,176.64,154.88,636.16,-6.789648,0.490407,11.668637,1
0,0.16,312.32,179.2,152.32,643.84,-6.861956,0.430236,11.694671,1
0,0.17,314.88,179.2,149.76,643.84,-7.085354,0.116613,11.655447,1
0,0.18,317.44,181.76,152.32,651.52,-6.765101,0.424658,11.818694,1
0,0.19,320,184.32,160,664.32,-7.991069,0.815178,11.90644,1
0,0.2,320,186.88,163.84,670.72,-7.742474,0.675047,11.91227,1
0,0.21,320,186.88,171.52,678.4,-7.895707,0.439011,12.06769,1
0,0.22,317.44,184.32,176.64,678.4,-7.80953,0.371352,12.233639,1
0,0.23,312.32,184.32,186.88,683.52,-7.772177,0.150815,12.415959,1
0,0.24,304.64,186.88,199.68,691.2,-7.708042,0.084837,12.553226,1
0,0.25,296.96,186.88,212.48,696.32,-7.625592,0.028292,12.616622,1
0,0.26,288.92,189.72,226.92,705.56,-7.447202,0.165035,12.388382,1
0,0.27,281.48,189.72,234.36,705.56,-7.32311,0.187429,12.445506,1
0,0.28,279,187.24,239.32,705.56,-7.20936,0.102613,12.49155,1
0,0.29,276.52,187.24,244.28,708.04,-7.232874,-0.07541,12.703108,1
0,0.3,274.04,187.24,249.24,710.52,-6.738624,0.0527,12.92738,1
0,0.31,269.08,184.76,256.68,710.52,-6.75738,0.123588,12.99253,1
0,0.32,261.64,184.76,269.08,715.48,-7.251936,-0.16995,12.886556,1
0,0.33,254.2,184.76,281.48,720.44,-6.683639,-0.028177,13.17226,1
