Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
0,0.01,354.64,198.77,227.37,780.78,-5.974398,-2.421714,13.875056,6
0,0.02,357.5,198.77,218.79,775.06,-5.842934,-2.668499,13.740466,6
0,0.03,359.56,201.14,211.82,772.52,-5.697544,-2.770615,13.42902,6
0,0.04,361.34,204.7,204.7,770.74,-5.997481,-2.754875,13.241656,6
0,0.05,368.46,204.7,192.24,765.4,-5.895217,-2.800116,13.160579,6
0,0.06,379.14,201.14,183.34,763.62,-5.367489,-2.910801,13.19034,6
0,0.07,389.82,199.36,174.44,763.62,-5.138164,-3.031236,12.966215,6
0,0.08,398.72,195.8,169.1,763.62,-4.931136,-3.276198,12.792095,6
0,0.09,405.84,194.02,163.76,763.62,-4.890375,-3.242062,12.616883,6
0,0.1,414.74,188.68,156.64,760.06,-4.648069,-3.042807,13.232877,6
0,0.11,423.64,186.9,154.86,765.4,-4.58128,-2.633697,13.474543,6
0,0.12,428.98,183.34,151.3,763.62,-4.471989,-2.207666,13.306776,6
0,0.13,434.32,179.78,149.52,763.62,-4.366946,-2.259454,13.261927,6
0,0.14,436.1,179.78,151.3,767.18,-4.192195,-2.187081,13.283327,6
0,0.15,439.66,179.78,151.3,770.74,-4.079595,-2.137075,13.324912,6
0,0.16,441.44,179.78,151.3,772.52,-4.052985,-2.287763,13.227649,6
0,0.17,445,176.22,149.52,770.74,-3.891865,-2.296197,13.352901,6
0,0.18,444.21,176.88,144.72,765.81,-3.972252,-2.416995,13.283491,6
0,0.19,446.22,178.89,138.69,763.8,-3.145206,-2.528012,13.653818,6
0,0.2,448.23,176.88,134.67,759.78,-2.940079,-2.493419,13.359666,6
0,0.21,452.25,176.88,128.64,757.77,-3.335996,-2.974204,13.168784,6
0,0.22,454.26,174.87,124.62,753.75,-2.985471,-3.270214,12.996636,6
0,0.23,456.27,174.87,120.6,751.74,-2.918843,-3.26478,12.930839,6
0,0.24,456.27,174.87,118.59,749.73,-2.167804,-3.114968,13.210102,6
0,0.25,458.28,176.88,116.58,751.74,-1.989584,-3.052141,13.226421,6
0,0.26,464.31,176.88,114.57,755.76,NaN,NaN,NaN,6
0,0.27,466.32,176.88,108.54,751.74,-2.03744,-3.162326,13.036965,6
0,0.28,474.36,174.87,100.5,749.73,-1.893761,-3.114559,13.104707,6
0,0.29,482.4,174.87,96.48,753.75,-1.850589,-3.084329,13.093907,6
0,0.3,488.43,174.87,88.44,751.74,-1.471467,-3.082194,13.22587,6
0,0.31,496.47,174.87,82.41,753.75,-1.674111,-3.066104,13.067587,6
0,0.32,502.5,168.84,72.36,743.7,-1.487151,-2.911555,13.08826,6
0,0.33,507.78,163.8,60.84,732.42,-1.148827,-2.933844,12.894044,6
0,0.34,517.14,159.12,53.82,730.08,-0.666909,-3.04258,12.655486,6
0,0.35,521.82,152.1,44.46,718.38,-0.430938,-3.266524,12.472434,6
0,0.36,526.5,142.74,39.78,709.02,-0.460579,-3.172057,12.369044,6
0,0.37,533.52,133.38,30.42,697.32,-0.481218,-3.187135,12.153468,6
0,0.38,538.2,128.7,23.4,690.3,-0.34296,-3.07275,12.085402,6
0,0.39,542.88,119.34,16.38,678.6,-0.172532,-3.032292,12.019597,6
0,0.4,549.9,112.32,9.36,671.58,-0.213243,-2.747085,11.971789,6
0,0.41,552.24,100.62,7.02,659.88,-0.092711,-2.684205,11.993064,6
0,0.42,554.58,93.6,2.34,650.52,-0.071085,-2.576636,12.055109,6
0,0.43,559.26,86.58,2.34,648.18,0.409487,-1.804422,11.788946,6
0,0.44,568.62,77.22,0,645.84,0.302302,-2.293636,11.560895,6
0,0.45,573.3,70.2,0,643.5,0.139963,-2.211717,11.32867,6
0,0.46,580.32,65.52,0,645.84,0.185089,-1.963683,11.237625,6
0,0.47,585,58.5,0,643.5,-0.231519,-1.568336,11.561449,6
0,0.48,587.76,52.14,0,639.9,-0.153157,-1.194889,11.495023,6
0,0.49,592.5,42.66,0,635.16,0.069945,-0.871283,11.286085,6
0,0.5,592.5,37.92,0,630.42,-0.166038,-0.923711,11.356571,6
0,0.51,592.5,33.18,0,625.68,-0.074573,-1.127519,11.213713,6
0,0.52,585.39,28.44,0,613.83,-0.019822,-0.811108,10.9963,6
0,0.53,575.91,21.33,0,597.24,0.033851,-0.232526,10.972635,6
0,0.54,564.06,16.59,0,580.65,-0.520899,0.288296,10.954367,6
0,0.55,547.47,9.48,0,556.95,-0.811666,0.585798,10.983712,6
0,0.56,521.4,4.74,0,526.14,-0.930264,0.876136,10.909937,6
0,0.57,490.59,2.37,0,492.96,-0.780642,1.332954,10.717982,6
0,0.58,452.67,0,0,452.67,-1.40734,1.379464,10.721578,6
0,0.59,414.75,0,0,414.75,-2.141042,2.015851,10.653801,6
0,0.6,374.46,0,0,374.46,-2.673783,2.43262,10.543329,6
0,0.61,322.32,0,0,322.32,-3.258813,2.962976,10.202176,6
0,0.62,263.07,0,0,263.07,-4.137206,3.71551,9.935222,6
0,0.63,192.5,0,0,192.5,-4.907419,4.087673,9.776541,6
0,0.64,129.36,0,0,129.36,-6.700726,4.20334,9.879247,6
0,0.65,82.39,0,0,82.39,-7.787157,4.789863,8.88697,6
0,0.66,49.28,0,0,49.28,-8.99426,6.097295,8.951955,6
0,0.67,32.34,0,2.31,34.65,-8.831069,6.486819,9.271051,6
0,0.68,22.33,0,4.62,26.95,-10.658019,7.221287,9.125992,6
0,0.69,16.94,0,4.62,21.56,-9.299826,9.046339,10.123131,6
0,0.7,14.63,0,4.62,19.25,-9.420904,9.13937,10.624087,6
0,0.71,12.32,0,4.62,16.94,-8.900542,9.408293,11.268233,6
0,0.72,12.32,0,4.62,16.94,-6.945735,8.614072,11.849815,6
0,0.73,9.24,0,4.62,13.86,-4.570308,7.481966,12.079673,6
0,0.74,6.93,0,4.62,11.55,-2.861981,6.760705,11.864073,6
0,0.75,6.93,0,6.93,13.86,-1.093325,6.43335,11.51768,6
0,0.76,6.93,0,6.93,13.86,1.006724,6.329384,12.029801,6
0,0.77,4.62,0,4.62,9.24,2.383736,5.932508,12.745212,6
0,0.78,4.98,0,4.98,9.96,3.789034,4.838593,13.10106,6
0,0.79,2.49,0,7.5,9.99,5.308072,4.523758,13.716027,6
0,0.8,2.49,0,7.5,9.99,6.477875,4.040394,13.944946,6
0,0.81,0,0,7.5,7.5,7.451777,3.695197,14.082508,6
0,0.82,0,0,7.5,7.5,8.271538,2.857313,14.016488,6
0,0.83,0,0,7.5,7.5,8.425335,3.452217,14.111884,6
0,0.84,0,0,7.5,7.5,8.856455,3.236941,14.228721,6
0,0.85,0,0,7.5,7.5,9.209561,3.216013,14.233752,6
0,0.86,0,0,7.5,7.5,9.608078,3.017682,14.664975,6
0,0.87,0,0,7.5,7.5,9.712311,2.842902,14.965533,6
0,0.88,0,0,7.5,7.5,10.279922,2.7674,15.208629,6
0,0.89,0,0,4.98,4.98,10.155832,3.041887,15.272967,6
0,0.9,0,0,7.5,7.5,11.173109,1.560606,14.487212,6
0,0.91,0,0,4.98,4.98,11.031705,2.585839,14.686405,6
0,0.92,0,0,4.98,4.98,11.045434,2.600772,14.917163,6
0,0.93,0,0,2.49,2.49,11.325785,3.264323,14.772264,6
0,0.94,0,0,2.18,2.18,10.918536,3.607818,15.064217,6
0,0.95,0,0,2.18,2.18,9.867045,2.388243,14.09249,6
0,0.96,0,0,2.18,2.18,8.687856,2.638752,14.242116,6
0,0.97,0,0,4.36,4.36,8.179812,2.772015,13.586514,6
0,0.98,2.18,2.18,4.36,8.72,8.111876,3.146999,13.418283,6
0,0.99,9.81,6.54,4.36,20.71,5.744142,3.728137,12.875448,6
0,1,29.43,14.17,4.36,47.96,6.383185,2.07885,13.969158,6
0,1.01,59.95,23.98,4.36,88.29,6.356612,1.257701,14.547204,6
0,1.02,94.83,34.88,6.54,136.25,5.542883,0.158441,14.527332,6
0,1.03,129.71,41.42,6.54,177.67,5.279145,-0.475115,13.763369,6
0,1.04,166.77,52.32,6.54,225.63,4.720593,-0.589799,13.420408,6
0,1.05,204.92,59.95,6.54,271.41,4.854651,-0.363402,13.728608,6
0,1.06,232.17,64.31,6.54,303.02,4.929452,-0.241501,14.347154,6
0,1.07,253.97,66.49,6.54,327,5.25864,-1.197947,14.082619,6
0,1.08,272.5,69.76,9.81,352.07,5.053919,-1.236633,14.097535,6
0,1.09,287.02,67.31,6.35,360.68,5.00632,-1.157803,13.992857,6
0,1.1,294.64,67.31,6.35,368.3,5.063869,-1.800759,13.1747,6
0,1.11,299.72,67.31,6.35,373.38,5.053636,-1.757883,13.446799,6
0,1.12,304.8,64.77,6.35,375.92,4.761533,-0.931322,14.200614,6
0,1.13,309.88,64.77,6.35,381,4.365584,-0.844428,14.516643,6
0,1.14,312.42,62.23,6.35,381,4.230326,-1.154366,14.652557,6
0,1.15,312.42,59.69,3.81,375.92,4.081197,-0.810779,14.590537,6
0,1.16,314.96,59.69,3.81,378.46,3.961823,-0.831968,14.517425,6
0,1.17,317.5,57.15,3.81,378.46,3.794188,-0.879883,14.382023,6
0,1.18,314.96,54.61,3.81,373.38,3.603975,-0.730823,14.371387,6
0,1.19,309.88,54.61,3.81,368.3,3.487627,-0.741825,14.316724,6
