Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
1,0.01,205,77.08,54.94,337.02,-9.607385,2.744623,12.633054,1
1,0.02,204.18,74.7,52.29,331.17,-9.541604,2.790548,12.645757,1
1,0.03,201.69,77.19,54.78,333.66,-9.619121,2.772237,12.637974,1
1,0.04,204.18,74.7,54.78,333.66,-9.641714,2.734634,12.673135,1
1,0.05,204.18,77.19,54.78,336.15,-9.585814,2.782312,12.689799,1
1,0.06,201.69,77.19,54.78,333.66,-9.601775,2.765544,12.695609,1
1,0.07,204.18,74.7,52.29,331.17,-9.501192,2.793542,12.716862,1
1,0.08,201.69,74.7,52.29,328.68,-9.592563,2.776957,12.69464,1
1,0.09,204.18,77.19,52.29,333.66,-9.67179,2.712548,12.718858,1
1,0.1,201.69,74.7,52.29,328.68,-9.567153,2.737071,12.695592,1
1,0.11,204.18,74.7,52.29,331.17,-9.628203,2.723958,12.695581,1
1,0.12,204.18,74.7,52.29,331.17,-9.546581,2.759704,12.67412,1
1,0.13,204.18,77.19,52.29,333.66,-9.594364,2.734546,12.675016,1
1,0.14,207.5,77.19,52.29,336.98,-9.583249,2.729159,12.650322,1
1,0.15,204.18,74.7,49.8,328.68,-9.567244,2.753325,12.691587,1
1,0.16,204.18,74.7,49.8,328.68,-9.68246,2.746205,12.733161,1
1,0.17,207.5,74.7,49.8,332,-9.585869,2.762112,12.697788,1
1,0.18,207.48,74.76,49.56,331.8,-9.594655,2.752674,12.776918,1
1,0.19,207.48,74.76,49.56,331.8,-9.59561,2.746985,12.793688,1
1,0.2,210,74.76,49.56,334.32,-9.616018,2.741114,12.768274,1
1,0.21,207.48,74.76,47.04,329.28,-9.556142,2.802623,12.789739,1
1,0.22,207.48,72.24,47.04,326.76,-9.613321,2.781575,12.737244,1
1,0.23,210,74.76,49.56,334.32,-9.618867,2.767111,12.747203,1
1,0.24,210,74.76,47.04,331.8,-9.610203,2.790949,12.738535,1
1,0.25,207.48,74.76,47.04,329.28,-9.64642,2.734853,12.739583,1
1,0.26,210,72.24,47.04,329.28,-9.646178,2.750898,12.761766,1
1,0.27,210,74.76,47.04,331.8,-9.623416,2.773754,12.752142,1
1,0.28,210,74.76,47.04,331.8,-9.523591,2.798452,12.834954,1
1,0.29,210,74.76,47.04,331.8,-9.547192,2.789365,12.747417,1
1,0.3,210,74.76,47.04,331.8,-9.614977,2.778529,12.820839,1
1,0.31,207.48,74.76,47.04,329.28,-9.563443,2.744059,12.782315,1
1,0.32,210,74.76,47.04,331.8,-9.577089,2.77463,12.784076,1
1,0.33,207.48,74.76,49.56,331.8,-9.469155,2.823944,12.669545,1
1,0.34,210,74.76,49.56,334.32,-9.575229,2.785743,12.787272,1
1,0.35,210,74.76,49.56,334.32,-9.566231,2.817758,12.784857,1
1,0.36,207.48,74.76,49.56,331.8,-9.53597,2.783722,12.805818,1
1,0.37,210,74.76,49.56,334.32,-9.567132,2.796549,12.782344,1
1,0.38,207.48,74.76,49.56,331.8,-9.602057,2.811006,12.78907,1
1,0.39,207.48,74.76,49.56,331.8,-9.566711,2.775869,12.783174,1
1,0.4,207.48,74.76,49.56,331.8,-9.567532,2.794563,12.773492,1
1,0.41,207.48,74.76,52.08,334.32,-9.594891,2.797252,12.751918,1
1,0.42,204.96,74.76,52.08,331.8,-9.550128,2.78971,12.772184,1
1,0.43,204.96,74.76,54.6,334.32,-9.52435,2.787311,12.782509,1
1,0.44,202.44,74.76,54.6,331.8,-9.552771,2.784439,12.806397,1
1,0.45,199.92,74.76,57.12,331.8,-9.528752,2.805126,12.836531,1
1,0.46,197.4,74.76,57.12,329.28,-9.544436,2.758513,12.895372,1
1,0.47,192.36,74.76,59.64,326.76,-9.550694,2.759777,12.872251,1
1,0.48,190,74.48,62.32,326.8,-9.517158,2.744517,12.87972,1
1,0.49,184.68,74.48,66.88,326.04,-9.503238,2.751095,12.879835,1
1,0.5,182.4,76.76,69.92,329.08,-9.532967,2.68411,12.914776,1
1,0.51,177.08,76.76,74.48,328.32,-9.516088,2.664077,12.867574,1
1,0.52,174.8,76.76,76.76,328.32,-9.491133,2.686781,12.870958,1
1,0.53,169.48,76.76,79.8,326.04,-9.440992,2.64396,12.922023,1
1,0.54,164.92,76.76,84.36,326.04,-9.6293,2.498948,12.95973,1
1,0.55,161.88,76.76,87.4,326.04,-9.306969,2.653412,12.986598,1
1,0.56,157.32,76.76,91.96,326.04,-9.765715,2.384948,12.992583,1
1,0.57,152,74.48,95,321.48,-9.676151,2.472727,13.015184,1
1,0.58,144.4,74.48,101.84,320.72,-9.773385,2.419113,13.022914,1
1,0.59,136.8,74.48,104.88,316.16,-9.745572,2.434764,13.039571,1
1,0.6,134.52,74.48,109.44,318.44,-9.666917,2.496084,13.043002,1
1,0.61,132.24,72.2,112.48,316.92,-9.537992,2.487766,13.121977,1
1,0.62,126.92,69.92,114.76,311.6,-9.467551,2.493835,13.136661,1
1,0.63,122.1,72.05,119.9,314.05,-9.44862,2.595987,13.152297,1
1,0.64,119.9,72.05,122.1,314.05,-9.281738,2.53597,13.181144,1
1,0.65,117.15,69.85,124.85,311.85,-8.925877,2.615486,12.923205,1
1,0.66,112.2,67.1,127.05,306.35,-8.256147,2.84934,12.93291,1
1,0.67,110,67.1,129.8,306.9,-8.280823,2.786966,13.232376,1
1,0.68,110,67.1,132,309.1,-8.18198,2.875057,13.276138,1
1,0.69,107.25,67.1,134.75,309.1,-8.01723,2.893821,13.274661,1
1,0.7,107.25,69.85,137.5,314.6,-7.79057,2.925458,13.345661,1
1,0.71,107.25,69.85,137.5,314.6,-7.606561,3.019101,13.475382,1
1,0.72,110,69.85,134.75,314.6,-7.415395,2.930631,13.460139,1
1,0.73,112.2,72.05,134.75,319,-7.282551,2.876764,13.495523,1
1,0.74,114.95,69.85,132,316.8,-7.0452,3.022721,13.438314,1
1,0.75,119.9,72.05,127.05,319,-7.056271,2.970773,13.670508,1
1,0.76,129.8,77,122.1,328.9,-6.968433,2.936337,13.855775,1
1,0.77,137.5,77,114.95,329.45,-7.022967,3.050307,13.827723,1
1,0.78,149.1,79.8,105,333.9,-6.959028,3.061093,13.856271,1
