Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
1,0.01,154.36,104.72,161.84,420.92,-13.842073,2.711895,8.899695,10
1,0.02,157.08,104.72,159.8,421.6,-13.77663,2.712812,8.987214,10
1,0.03,159.8,104.72,157.08,421.6,-13.63069,2.62011,9.213388,10
1,0.04,159.8,104.72,157.08,421.6,-13.59363,2.739929,9.166908,10
1,0.05,161.84,104.72,154.36,420.92,-13.603275,2.685376,9.28044,10
1,0.06,164.56,102,149.6,416.16,-13.551413,2.699941,9.364801,10
1,0.07,164.56,102,144.84,411.4,-13.541911,2.728454,9.421312,10
1,0.08,164.56,102,142.12,408.68,-13.509722,2.699704,9.401122,10
1,0.09,164.56,99.96,139.4,403.92,-13.471128,2.67757,9.412858,10
1,0.1,164.56,99.96,137.36,401.88,-13.493002,2.728793,9.354124,10
1,0.11,162.36,97.02,132,391.38,-13.474176,2.706779,9.287527,10
1,0.12,162.36,94.38,129.36,386.1,-13.455878,2.678114,9.216581,10
1,0.13,162.36,94.38,129.36,386.1,-13.425941,2.679132,9.188478,10
1,0.14,162.36,94.38,129.36,386.1,-13.49064,2.594369,9.142971,10
1,0.15,162.36,94.38,127.38,384.12,-13.4502,2.572375,9.178158,10
1,0.16,159.72,92.4,127.38,379.5,-13.41082,2.671179,9.233107,10
1,0.17,162.36,94.38,129.36,386.1,-13.368004,2.635009,9.255083,10
1,0.18,162.36,94.38,129.36,386.1,-13.348183,2.705841,9.232064,10
1,0.19,162.36,92.4,132,386.76,-13.346572,2.715002,9.206811,10
1,0.2,162.36,92.4,132,386.76,-13.296964,2.761871,9.249598,10
1,0.21,162.36,94.38,134.64,391.38,-13.223735,2.68571,9.307005,10
1,0.22,162.36,94.38,134.64,391.38,-13.122148,2.703222,9.423918,10
1,0.23,162.36,94.38,134.64,391.38,-13.049689,2.78526,9.517641,10
1,0.24,165,94.38,137.28,396.66,-12.975567,2.771302,9.55999,10
1,0.25,165,94.38,137.28,396.66,-12.935642,2.793001,9.647238,10
1,0.26,162.14,94.47,137.35,393.96,-12.848931,2.83386,9.669002,10
1,0.27,164.82,94.47,134.67,393.96,-12.827537,2.776192,9.743493,10
1,0.28,167.5,97.15,134.67,399.32,-12.765533,2.805822,9.759191,10
1,0.29,167.5,97.15,134.67,399.32,-12.777728,2.802269,9.807775,10
1,0.3,167.5,94.47,131.99,393.96,-12.729477,2.810723,9.921134,10
1,0.31,167.5,97.15,129.98,394.63,-12.713036,2.799912,9.941401,10
1,0.32,164.82,94.47,129.98,389.27,-12.731722,2.780461,10.02375,10
1,0.33,164.82,94.47,131.99,391.28,-12.727895,2.827241,10.002102,10
1,0.34,167.5,94.47,131.99,393.96,-12.726262,2.848201,10.006174,10
1,0.35,164.82,94.47,131.99,391.28,-12.764371,2.779083,9.942312,10
1,0.36,164.82,94.47,134.67,393.96,-12.698189,2.803587,9.899751,10
1,0.37,164.82,97.15,137.35,399.32,-12.662723,2.780158,9.896005,10
1,0.38,162.14,97.15,137.35,396.64,-12.668316,2.787207,9.90334,10
1,0.39,162.14,97.15,137.35,396.64,-12.637886,2.779887,9.891129,10
1,0.4,162.14,97.15,139.36,398.65,-12.629014,2.778114,9.862446,10
1,0.41,159.6,94.5,140,394.1,-12.533995,2.895923,9.741584,10
1,0.42,162.4,94.5,140,396.9,-12.517549,2.856781,9.746589,10
1,0.43,159.6,97.3,140,396.9,-12.513309,2.83217,9.712794,10
1,0.44,162.4,97.3,140,399.7,-12.522406,2.867857,9.738633,10
1,0.45,162.4,97.3,140,399.7,-12.473972,2.839373,9.777717,10
1,0.46,164.5,97.3,140,401.8,-12.510437,2.819759,9.748783,10
1,0.47,162.4,97.3,140,399.7,-12.517471,2.787828,9.773695,10
1,0.48,164.5,97.3,140,401.8,-12.525013,2.830892,9.777184,10
1,0.49,164.5,99.4,140,403.9,-12.625143,2.834152,9.733311,10
1,0.5,167.3,99.4,140,406.7,-12.710494,2.791135,9.711414,10
1,0.51,169.4,99.4,137.2,406,-12.806555,2.793874,9.670105,10
1,0.52,169.4,102.2,137.2,408.8,-12.432648,2.76813,9.906251,10
1,0.53,172.2,99.4,134.4,406,-12.470637,2.728336,9.951919,10
1,0.54,175,99.4,132.3,406.7,-12.307609,2.803738,9.852927,10
1,0.55,175,102.2,132.3,409.5,-12.273152,2.802088,9.860619,10
1,0.56,176.8,102.4,127.2,406.4,-12.393855,2.739759,9.989767,10
1,0.57,182.4,102.4,127.2,412,-12.380748,2.74048,10.066348,10
1,0.58,182.4,102.4,124.8,409.6,-12.366145,2.787732,10.076625,10
1,0.59,184.8,102.4,122.4,409.6,-12.667749,2.749214,9.922282,10
1,0.6,187.2,102.4,120,409.6,-12.551834,2.753759,10.026123,10
1,0.61,187.2,102.4,120,409.6,-12.313277,2.775858,10.204655,10
1,0.62,189.6,102.4,116.8,408.8,-12.293718,2.736531,10.214968,10
1,0.63,192,102.4,114.4,408.8,-12.279465,2.753352,10.22684,10
1,0.64,194.4,100,112,406.4,-12.298218,2.734933,10.250112,10
1,0.65,194.4,100,109.6,404,-12.331611,2.729977,10.30711,10
1,0.66,194.4,100,107.2,401.6,-12.360935,2.765724,10.346238,10
1,0.67,196.8,100,107.2,404,-12.25309,2.805349,10.425968,10
1,0.68,196.8,100,107.2,404,-12.296193,2.771981,10.455779,10
1,0.69,200,100,107.2,407.2,-12.261708,2.760724,10.512438,10
1,0.7,200,100,104.8,404.8,-12.22198,2.756721,10.536909,10
1,0.71,204.68,99.76,104.92,409.36,-12.216669,2.759136,10.54059,10
1,0.72,204.68,102.34,102.34,409.36,-12.229235,2.774601,10.545867,10
1,0.73,207.26,102.34,102.34,411.94,-12.162354,2.821527,10.491056,10
1,0.74,207.26,102.34,99.76,409.36,-12.201507,2.778067,10.560239,10
1,0.75,207.26,99.76,99.76,406.78,-12.153594,2.774484,10.522027,10
1,0.76,209.84,99.76,99.76,409.36,-12.122971,2.812414,10.525871,10
1,0.77,209.84,102.34,99.76,411.94,-12.102753,2.785682,10.546381,10
1,0.78,212.42,102.34,99.76,414.52,-12.100032,2.795104,10.568879,10
1,0.79,212.42,102.34,97.18,411.94,-12.04926,2.797253,10.59393,10
1,0.8,215,102.34,97.18,414.52,-12.051732,2.750228,10.615386,10
1,0.81,215,102.34,97.18,414.52,-12.035762,2.774809,10.654896,10
1,0.82,215,102.34,97.18,414.52,-12.02595,2.72707,10.645613,10
1,0.83,215,104.92,99.76,419.68,-11.987504,2.750706,10.71007,10
1,0.84,215,102.34,99.76,417.1,-12.003635,2.734403,10.632743,10
1,0.85,212.42,102.34,99.76,414.52,-12.012536,2.730343,10.616965,10
1,0.86,212.5,102,102,416.5,-11.982941,2.736087,10.632807,10
1,0.87,212.5,104.55,102,419.05,-12.030229,2.701964,10.570431,10
1,0.88,209.95,102,102,413.95,-12.030271,2.682442,10.558031,10
1,0.89,209.95,102,102,413.95,-12.016968,2.682158,10.551477,10
1,0.9,209.95,102,102,413.95,-12.049859,2.640951,10.678944,10
1,0.91,207.4,102,102,411.4,-12.027756,2.643883,10.69917,10
1,0.92,209.95,102,104.55,416.5,-12.035631,2.634946,10.711478,10
1,0.93,207.4,102,104.55,413.95,-12.00667,2.688476,10.658104,10
1,0.94,207.4,99.45,104.55,411.4,-11.985923,2.711788,10.626881,10
1,0.95,202.3,102,107.1,411.4,-11.997133,2.685971,10.604699,10
1,0.96,202.3,99.45,104.55,406.3,-11.97126,2.690666,10.624858,10
1,0.97,202.3,99.45,107.1,408.85,-11.963699,2.67518,10.658708,10
1,0.98,199.75,99.45,109.65,408.85,-11.96626,2.699326,10.661379,10
1,0.99,197.2,99.45,109.65,406.3,-11.920465,2.694314,10.679037,10
1,1,194.65,99.45,112.2,406.3,-11.965308,2.686887,10.669565,10
1,1.01,195,99.84,112.32,407.16,-11.967989,2.698791,10.699377,10
1,1.02,195,99.84,114.66,409.5,-11.967854,2.700382,10.647105,10
1,1.03,189.54,97.5,117,404.04,-11.916485,2.730388,10.669355,10
1,1.04,187.2,97.5,119.34,404.04,-11.973504,2.722383,10.613932,10
1,1.05,184.86,94.38,122.46,401.7,-12.005257,2.674298,10.686852,10
1,1.06,181.74,94.38,122.46,398.58,-11.921484,2.73817,10.63926,10
1,1.07,179.4,94.38,124.8,398.58,-11.932536,2.674637,10.719377,10
1,1.08,179.4,94.38,127.14,400.92,-11.895097,2.721354,10.635188,10
1,1.09,177.06,97.5,129.48,404.04,-11.904423,2.723821,10.6296,10
1,1.1,174.72,94.38,131.82,400.92,-11.955572,2.676804,10.667725,10
1,1.11,172.38,94.38,134.94,401.7,-11.888608,2.705974,10.676399,10
1,1.12,169.26,94.38,137.28,400.92,-11.875742,2.712081,10.681343,10
1,1.13,164.58,92.04,139.62,396.24,-11.847632,2.726971,10.631317,10
1,1.14,164.58,92.04,141.96,398.58,-11.850733,2.724012,10.605907,10
1,1.15,162.24,92.04,141.96,396.24,-11.813178,2.705214,10.643822,10
1,1.16,159.72,92.4,147.18,399.3,-11.819128,2.732211,10.534017,10
1,1.17,157.08,92.4,147.18,396.66,-11.815495,2.729849,10.491498,10
1,1.18,157.08,92.4,149.82,399.3,-11.786044,2.784945,10.45958,10
1,1.19,157.08,89.76,149.82,396.66,-11.801728,2.723852,10.485793,10
1,1.2,154.44,89.76,152.46,396.66,-11.795948,2.744009,10.410855,10
1,1.21,154.44,89.76,152.46,396.66,-11.817314,2.810084,10.456557,10
1,1.22,154.44,89.76,152.46,396.66,-11.757164,2.756751,10.450028,10
1,1.23,152.46,89.76,152.46,394.68,-11.721083,2.788153,10.409237,10
1,1.24,149.82,89.76,154.44,394.02,-11.739136,2.748185,10.487503,10
1,1.25,149.82,87.12,154.44,391.38,-11.68187,2.762371,10.482529,10
1,1.26,147.18,87.12,157.08,391.38,-11.592292,2.770711,10.469355,10
1,1.27,144.54,89.76,162.36,396.66,-11.597039,2.793835,10.406452,10
1,1.28,144.54,87.12,162.36,394.02,-11.493156,2.879982,10.315105,10
1,1.29,144.54,87.12,162.36,394.02,-11.508661,2.816693,10.390653,10
1,1.3,141.9,87.12,165,394.02,-11.426026,2.834152,10.336659,10
1,1.31,140,87.2,164.8,392,-11.377897,2.840265,10.309682,10
1,1.32,140,87.2,167.2,394.4,-11.354982,2.716654,10.434491,10
1,1.33,136.8,84.8,169.6,391.2,-11.239863,2.724034,10.499462,10
1,1.34,134.4,87.2,172,393.6,-11.249407,2.729029,10.494881,10
1,1.35,132,87.2,174.4,393.6,-11.15899,2.736474,10.517361,10
1,1.36,129.6,84.8,180,394.4,-11.120938,2.714026,10.51605,10
1,1.37,127.2,84.8,184.8,396.8,-11.068356,2.72236,10.542102,10
1,1.38,122.4,84.8,184.8,392,-11.061812,2.751332,10.562591,10
1,1.39,116.8,82.4,187.2,386.4,-10.992258,2.769209,10.641949,10
1,1.4,116.8,82.4,192,391.2,-10.970481,2.792751,10.715613,10
1,1.41,112,80,192,384,-10.894602,2.881841,10.785915,10
1,1.42,107.2,80,196.8,384,-10.911986,2.853289,10.844367,10
1,1.43,107.2,80,196.8,384,-10.73421,3.001411,10.781317,10
1,1.44,109.6,80,200,389.6,-10.591729,3.047741,10.819776,10
1,1.45,109.6,80,196.8,386.4,-10.502605,3.008551,10.91566,10
1,1.46,109.34,82.36,194.54,386.24,-10.392177,2.986018,10.933095,10
