Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
0,0.01,27.5,0,4.95,32.45,-7.901755,12.804566,9.594689,2
0,0.02,19.91,0,4.95,24.86,-4.820748,14.261621,10.246241,2
0,0.03,14.96,0,2.42,17.38,-3.940931,12.47339,11.680891,2
0,0.04,12.43,0,4.95,17.38,-3.430652,10.684993,10.775293,2
0,0.05,12.43,0,2.42,14.85,-2.0835,10.603458,10.454216,2
0,0.06,12.43,0,2.42,14.85,-1.183415,10.215532,11.206918,2
0,0.07,9.9,0,2.42,12.32,-0.413112,9.52558,10.883625,2
0,0.08,9.9,0,2.42,12.32,0.794651,8.826858,10.867852,2
0,0.09,9.9,0,2.42,12.32,0.496704,7.784955,10.646037,2
0,0.1,7.48,0,2.42,9.9,2.464768,7.517789,11.0826,2
0,0.11,7.48,0,2.42,9.9,3.575181,7.133374,12.185037,2
0,0.12,4.95,0,4.95,9.9,3.365732,5.371806,12.053195,2
0,0.13,4.95,0,4.95,9.9,4.325144,4.777123,12.673256,2
0,0.14,4.95,0,2.42,7.37,4.179559,4.787402,12.628763,2
0,0.15,7.48,0,2.42,9.9,4.882565,5.046469,12.594491,2
0,0.16,5,0,2.5,7.5,4.913236,5.126842,13.214661,2
0,0.17,5,0,2.5,7.5,4.511847,4.931632,12.955109,2
0,0.18,5,0,2.5,7.5,5.232344,4.77907,12.997949,2
0,0.19,2.5,0,2.5,5,4.966438,4.88376,12.77287,2
0,0.2,5,0,2.5,7.5,5.129529,4.60429,12.452611,2
0,0.21,5,0,2.5,7.5,5.380047,4.079206,12.563367,2
0,0.22,2.5,0,2.5,5,5.088544,4.313864,12.758848,2
0,0.23,2.5,0,2.5,5,5.652824,4.649702,13.231851,2
0,0.24,2.5,0,2.5,5,5.786709,4.393911,13.331425,2
0,0.25,2.5,0,0,2.5,5.605214,4.198207,12.94128,2
0,0.26,2.5,0,2.5,5,4.632248,4.511906,12.441259,2
0,0.27,2.5,0,2.5,5,4.475724,4.990605,12.577029,2
0,0.28,2.5,0,2.5,5,4.954472,5.590436,12.588314,2
0,0.29,2.5,0,0,2.5,4.821931,5.44912,12.23745,2
0,0.3,2.5,0,2.5,5,5.450253,5.761481,12.590854,2
0,0.31,2.44,0,0,2.44,4.10267,4.998173,11.773027,2
0,0.32,2.44,0,0,2.44,4.50216,5.588042,12.500467,2
0,0.33,4.88,0,0,4.88,4.576228,5.451737,12.495739,2
0,0.34,4.88,0,0,4.88,3.729899,4.721037,12.218856,2
0,0.35,4.88,0,0,4.88,3.398336,4.531665,12.049564,2
0,0.36,4.88,0,2.44,7.32,2.901562,4.750496,12.136748,2
0,0.37,21.96,2.44,2.44,26.84,1.42955,4.016366,11.487095,2
0,0.38,27.45,7.32,2.44,37.21,0.162506,3.055185,11.869452,2
0,0.39,39.65,12.2,2.44,54.29,-1.269949,1.651061,11.705552,2
0,0.4,49.41,14.64,2.44,66.49,-1.383358,1.558575,12.110579,2
0,0.41,64.66,19.52,2.44,86.62,-1.305918,1.671649,12.655715,2
0,0.42,87.23,27.45,2.44,117.12,-0.774271,1.724746,12.492667,2
0,0.43,107.36,34.77,4.88,147.01,-0.915531,1.529669,11.866008,2
0,0.44,129.93,39.65,4.88,174.46,-0.934998,1.621009,11.489787,2
0,0.45,152.5,46.97,7.32,206.79,-1.052881,1.366232,11.380572,2
0,0.46,169.1,57,3.8,229.9,-1.301105,1.090021,11.458787,2
0,0.47,193.8,64.6,5.7,264.1,-1.282117,0.658553,11.616562,2
0,0.48,214.7,76,5.7,296.4,-1.029251,0.323597,11.953034,2
0,0.49,239.4,91.2,5.7,336.3,-0.988723,0.419002,12.206847,2
0,0.5,256.5,104.5,9.5,370.5,-1.173484,-0.004715,12.066784,2
