Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
1,0.01,152.24,107.36,191.84,451.44,-13.620267,2.61334,14.977289,7
1,0.02,149.6,107.36,194.48,451.44,-13.632217,2.63773,14.908005,7
1,0.03,144.32,104.96,199.26,448.54,-13.662224,2.719957,14.780433,7
1,0.04,141.86,104.96,201.72,448.54,-13.670029,2.592392,14.654162,7
1,0.05,141.86,104.96,205,451.82,-14.013575,2.513439,14.351831,7
1,0.06,141.86,107.42,205,454.28,-14.073435,2.556467,14.200658,7
1,0.07,144.32,104.96,205,454.28,-14.147348,2.572797,14.202651,7
1,0.08,146.78,107.42,205,459.2,-14.166596,2.570502,14.23268,7
1,0.09,146.78,107.42,201.72,455.92,-14.1213,2.57423,14.244911,7
1,0.1,151.7,109.88,199.26,460.84,-14.129831,2.557214,14.274408,7
1,0.11,151.7,109.88,199.26,460.84,-14.090385,2.541708,14.352547,7
1,0.12,154.98,109.88,196.8,461.66,-14.128589,2.503497,14.347474,7
1,0.13,154.98,109.88,196.8,461.66,-13.886945,2.519905,14.530896,7
1,0.14,154.98,107.42,194.34,456.74,-13.531246,2.660654,14.772105,7
1,0.15,154.98,107.42,189.42,451.82,-13.450949,2.646774,14.678745,7
1,0.16,157.44,107.42,189.42,454.28,-13.361251,2.68587,14.578387,7
1,0.17,154.98,107.42,189.42,451.82,-13.340182,2.687133,14.581839,7
1,0.18,157.5,107.25,187.5,452.25,-13.299684,2.642642,14.603875,7
1,0.19,154.5,107.25,187.5,449.25,-13.215832,2.660468,14.587162,7
1,0.2,157.5,107.25,184.5,449.25,-13.211262,2.63779,14.500405,7
1,0.21,159.75,107.25,182.25,449.25,-13.171282,2.60276,14.528015,7
1,0.22,159.75,107.25,177,444,-13.153414,2.622048,14.481576,7
1,0.23,162,105,172.5,439.5,-13.13371,2.612091,14.437261,7
1,0.24,165,105,167.25,437.25,-13.167933,2.587234,14.464125,7
1,0.25,167.25,105,165,437.25,-13.206973,2.649904,14.507031,7
1,0.26,167.25,107.25,162,436.5,-13.223525,2.680833,14.544853,7
1,0.27,169.5,105,159.75,434.25,-13.202121,2.679561,14.551806,7
1,0.28,169.5,105,157.5,432,-13.169218,2.714843,14.51256,7
1,0.29,172.5,105,154.5,432,-13.146969,2.743582,14.374841,7
1,0.3,172.5,105,147,424.5,-13.156515,2.723061,14.321471,7
1,0.31,174.75,105,142.5,422.25,-13.103516,2.737637,14.287581,7
1,0.32,177,105,139.5,421.5,-13.073323,2.786679,14.284323,7
1,0.33,182.49,104.28,134.3,421.07,-13.021361,2.785567,14.222167,7
1,0.34,184.86,104.28,131.93,421.07,-13.001654,2.819161,14.174218,7
1,0.35,184.86,104.28,127.19,416.33,-12.97488,2.807589,14.140403,7
1,0.36,189.6,104.28,124.82,418.7,-12.97702,2.79791,14.097584,7
1,0.37,189.6,101.91,122.45,413.96,-12.972808,2.799839,14.052368,7
1,0.38,189.6,101.91,119.29,410.8,-13.022833,2.732111,14.009043,7
1,0.39,189.6,101.91,116.92,408.43,-12.971868,2.73853,14.000189,7
1,0.4,191.97,101.91,114.55,408.43,-12.989648,2.775896,14.065627,7
1,0.41,194.34,101.91,114.55,410.8,-12.973543,2.874445,14.120897,7
1,0.42,194.34,101.91,112.18,408.43,-12.973632,2.909961,14.126364,7
1,0.43,194.34,101.91,112.18,408.43,-12.970779,2.859074,14.063044,7
1,0.44,197.5,101.91,107.44,406.85,-13.03376,2.882028,14.017861,7
1,0.45,197.5,101.91,107.44,406.85,-13.076203,2.842505,13.937066,7
1,0.46,194.34,99.54,109.81,403.69,-12.9555,3.021308,14.005544,7
1,0.47,194.34,99.54,112.18,406.06,-13.023429,3.018596,14.068842,7
1,0.48,195,102.18,114.66,411.84,-13.019651,3.018605,14.095698,7
1,0.49,195,102.18,117,414.18,-13.046868,2.978794,14.104862,7
1,0.5,195,102.18,114.66,411.84,-12.918172,3.063786,14.157931,7
1,0.51,191.88,102.18,117,411.06,-12.966163,3.053626,14.113501,7
1,0.52,195,102.18,114.66,411.84,-12.979416,3.003412,14.081287,7
1,0.53,195,102.18,114.66,411.84,-12.805904,3.020626,14.018629,7
1,0.54,191.88,102.18,114.66,408.72,-12.807809,3.132071,14.092333,7
1,0.55,191.88,102.18,114.66,408.72,-12.859783,3.054745,14.024871,7
1,0.56,191.88,102.18,114.66,408.72,-12.907681,2.994951,14.000787,7
1,0.57,191.88,102.18,117,411.06,-12.935124,3.068748,14.020051,7
1,0.58,191.88,99.84,114.66,406.38,-12.887732,2.937191,13.946342,7
1,0.59,191.88,102.18,114.66,408.72,-12.863697,2.99515,13.962083,7
1,0.6,191.88,102.18,114.66,408.72,-12.86255,3.118267,14.036819,7
1,0.61,195,102.18,114.66,411.84,-12.863441,3.143895,13.994338,7
1,0.62,195,102.18,112.32,409.5,-12.86188,3.076024,13.953316,7
1,0.63,194.34,102.5,112.34,409.18,-12.900862,3.11887,13.97794,7
1,0.64,196.8,102.5,112.34,411.64,-12.795886,3.128871,14.001171,7
1,0.65,196.8,102.5,109.88,409.18,-12.812971,3.015322,13.93506,7
1,0.66,196.8,102.5,109.88,409.18,-12.897531,3.035732,13.994077,7
1,0.67,199.26,102.5,109.88,411.64,-12.766599,2.969743,13.924567,7
1,0.68,199.26,102.5,107.42,409.18,-12.888045,3.023333,13.935412,7
1,0.69,199.26,102.5,107.42,409.18,-12.89988,3.000798,13.911991,7
1,0.7,201.72,102.5,107.42,411.64,-12.842841,2.942354,13.87494,7
1,0.71,201.72,102.5,104.96,409.18,-12.844751,3.021738,13.899822,7
1,0.72,201.72,102.5,104.96,409.18,-12.899368,2.997426,13.878889,7
1,0.73,201.72,102.5,104.96,409.18,-12.818617,3.024058,13.87687,7
1,0.74,205,102.5,102.5,410,-12.860867,2.990586,13.845254,7
1,0.75,205,102.5,102.5,410,-12.795662,3.035246,13.81184,7
1,0.76,205,102.5,102.5,410,-12.855859,2.997479,13.806744,7
1,0.77,205,102.5,102.5,410,-12.822571,3.007223,13.806263,7
1,0.78,207.48,102.48,102.48,412.44,-12.781536,3.050591,13.831375,7
1,0.79,210,99.96,99.96,409.92,-12.835371,3.012205,13.820238,7
1,0.8,207.48,102.48,99.96,409.92,-12.81082,3.015923,13.799189,7
1,0.81,207.48,102.48,99.96,409.92,-12.783231,3.034621,13.824698,7
1,0.82,207.48,102.48,99.96,409.92,-12.763409,3.061199,13.827039,7
1,0.83,204.96,102.48,99.96,407.4,-12.7859,3.019433,13.847397,7
1,0.84,207.48,102.48,102.48,412.44,-12.759203,3.02846,13.837621,7
1,0.85,207.48,102.48,102.48,412.44,-12.771977,3.033852,13.854256,7
1,0.86,204.96,102.48,102.48,409.92,-12.773763,3.012631,13.847051,7
1,0.87,204.96,102.48,102.48,409.92,-12.763642,3.041173,13.82396,7
1,0.88,204.96,102.48,105,412.44,-12.741577,3.00484,13.786851,7
1,0.89,204.96,102.48,105,412.44,-12.731419,3.014794,13.775958,7
1,0.9,204.96,102.48,105,412.44,-12.704671,2.977194,13.758142,7
1,0.91,204.96,102.48,105,412.44,-12.736088,2.944495,13.72742,7
1,0.92,204.96,102.48,105,412.44,-12.680915,2.991655,13.722917,7
1,0.93,202.44,102.48,105,409.92,-12.648558,2.999092,13.747001,7
1,0.94,202.44,102.48,105,409.92,-12.683886,2.999635,13.745819,7
1,0.95,204.96,99.96,105,409.92,-12.618323,3.021804,13.775336,7
1,0.96,204.96,102.48,102.48,409.92,-12.650295,2.999798,13.786144,7
1,0.97,204.96,102.48,102.48,409.92,-12.645945,2.985389,13.789962,7
1,0.98,207.48,102.48,99.96,409.92,-12.652647,2.978391,13.749457,7
1,0.99,207.48,99.96,97.44,404.88,-12.618385,2.962136,13.73396,7
1,1,207.48,99.96,97.44,404.88,-12.603285,3.020599,13.763346,7
1,1.01,210,99.96,94.92,404.88,-12.637432,3.025006,13.791937,7
1,1.02,207.48,99.96,94.92,402.36,-12.627536,3.027493,13.81587,7
