Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
0,0.01,484.88,2.32,0,487.2,-5.239377,3.865244,8.306246,10
0,0.02,461.68,0,0,461.68,-5.566543,4.4838,8.324448,10
0,0.03,433.84,0,0,433.84,-7.855927,4.121126,7.565484,10
0,0.04,402.5,0,0,402.5,-8.402634,4.413506,7.309878,10
0,0.05,363.86,0,0,363.86,-8.635201,4.868205,7.23119,10
0,0.06,322,0,0,322,-9.189022,5.849325,6.808523,10
0,0.07,278.53,0,0,278.53,-9.699811,6.436627,6.694757,10
0,0.08,228.62,0,0,228.62,-10.450619,6.711589,6.147283,10
0,0.09,181.93,0,0,181.93,-11.445596,7.665351,5.903652,10
0,0.1,138.46,0,0,138.46,-12.997786,7.951601,5.069973,10
0,0.11,96.6,0,0,96.6,-13.504943,8.265264,4.58819,10
0,0.12,59.57,0,1.61,61.18,-13.972328,9.112135,5.17565,10
0,0.13,28.98,0,4.83,33.81,-14.185764,10.190515,5.090222,10
0,0.14,19.32,0,6.44,25.76,-14.889643,10.55906,5.376394,10
0,0.15,14.49,0,4.83,19.32,-15.246421,10.775929,5.281883,10
0,0.16,11.27,0,4.83,16.1,-14.637538,11.118249,5.125136,10
0,0.17,6.44,0,4.83,11.27,-14.181588,10.684812,6.221422,10
0,0.18,6.44,0,4.83,11.27,-12.627432,11.677029,5.615654,10
0,0.19,4.98,0,2.49,7.47,-10.843003,10.191929,4.756807,10
0,0.2,4.98,0,2.49,7.47,-8.662047,8.979518,5.864856,10
0,0.21,2.49,0,4.98,7.47,-6.310843,9.303225,5.327581,10
0,0.22,0,0,4.98,4.98,-4.880873,8.924929,4.875887,10
0,0.23,2.49,0,4.98,7.47,-3.81194,8.297983,5.811903,10
0,0.24,0,0,4.98,4.98,-2.033545,8.244301,6.504195,10
0,0.25,0,0,4.98,4.98,-1.615856,7.192846,6.876692,10
0,0.26,0,0,4.98,4.98,-0.492744,7.042542,7.296095,10
0,0.27,0,0,4.98,4.98,-0.293037,6.704507,7.450258,10
0,0.28,0,0,4.98,4.98,0.47192,6.251991,7.799532,10
0,0.29,0,0,7.5,7.5,1.146743,6.599454,6.997703,10
0,0.3,0,0,4.98,4.98,1.228496,5.305,7.760655,10
0,0.31,0,0,4.98,4.98,2.172558,5.633619,7.371133,10
0,0.32,0,0,7.5,7.5,1.612476,4.890662,7.76214,10
0,0.33,0,0,4.98,4.98,2.652015,5.073083,8.039963,10
0,0.34,0,0,4.98,4.98,2.881334,5.370949,8.415046,10
0,0.35,0,0,4.98,4.98,2.968357,5.216031,8.432069,10
0,0.36,0,0,4.98,4.98,2.836926,5.042318,8.390021,10
0,0.37,0,0,4.98,4.98,3.177823,5.247839,8.491647,10
0,0.38,0,0,4.98,4.98,3.408846,5.035106,8.229689,10
0,0.39,0,0,4.98,4.98,3.903942,5.619525,8.525816,10
0,0.4,0,0,7.5,7.5,4.178967,5.335947,8.389759,10
0,0.41,0,0,4.98,4.98,4.416608,5.026674,8.162976,10
0,0.42,0,0,4.98,4.98,4.860603,5.405111,8.303125,10
0,0.43,0,0,4.98,4.98,4.772565,5.114297,8.455964,10
0,0.44,0,0,4.98,4.98,5.009941,5.01616,8.449381,10
0,0.45,0,0,4.98,4.98,4.202167,4.717236,8.078925,10
0,0.46,0,0,4.98,4.98,4.755021,5.401718,8.235519,10
0,0.47,0,0,4.98,4.98,4.053947,4.912061,8.090842,10
0,0.48,0,0,2.49,2.49,3.809993,5.044648,8.197719,10
0,0.49,0,0,2.4,2.4,3.806006,5.07903,7.944687,10
0,0.5,0,0,4.96,4.96,3.541339,5.289685,7.936621,10
0,0.51,0,0,2.4,2.4,3.559439,5.376992,7.72916,10
0,0.52,0,0,2.4,2.4,3.286924,5.55778,8.128272,10
0,0.53,0,0,2.4,2.4,3.241455,5.403782,7.805408,10
0,0.54,0,0,2.4,2.4,2.787728,5.644359,7.973208,10
0,0.55,0,0,2.4,2.4,2.799917,5.449926,7.741922,10
0,0.56,0,0,2.4,2.4,2.49959,5.762463,7.755632,10
0,0.57,2.4,0,2.4,4.8,2.021315,5.611188,7.881752,10
0,0.58,0,0,2.4,2.4,0.764004,5.524153,8.098021,10
0,0.59,0,0,4.96,4.96,1.200562,5.666637,8.048684,10
0,0.6,2.4,4.96,4.96,12.32,1.380975,5.693912,7.87448,10
0,0.61,9.92,9.92,4.96,24.8,1.117385,5.973519,8.334383,10
0,0.62,24.96,22.4,9.92,57.28,0.395235,5.1944,8.44608,10
0,0.63,40,29.92,12.48,82.4,-0.157799,4.075869,8.521924,10
0,0.64,54.67,36.96,12.32,103.95,-0.897825,3.275892,9.038773,10
0,0.65,64.68,42.35,12.32,119.35,-1.288218,3.10007,8.973457,10
0,0.66,74.69,49.28,14.63,138.6,-2.98813,2.292289,8.391704,10
0,0.67,84.7,54.67,14.63,154,-3.271722,2.029127,7.971541,10
0,0.68,94.71,62.37,14.63,171.71,-2.654858,2.190668,8.764576,10
