Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
0,0.01,633.6,29.04,0,662.64,-1.997292,-0.682546,13.440826,8
0,0.02,620.4,23.76,0,644.16,-2.139816,-1.091428,13.14475,8
0,0.03,612.48,18.48,0,630.96,-2.291384,-0.532794,13.226198,8
0,0.04,599.28,13.2,0,612.48,-2.176224,-0.673109,12.943054,8
0,0.05,591.36,10.56,0,601.92,-2.640276,-0.043504,13.237736,8
0,0.06,582.5,9.32,0,591.82,-2.725128,0.177348,12.82926,8
0,0.07,570.85,6.99,0,577.84,-2.873413,0.623328,12.565263,8
0,0.08,559.2,4.66,0,563.86,-2.598634,0.51909,12.541784,8
0,0.09,540.56,4.66,0,545.22,-2.405421,0.159727,12.043587,8
0,0.1,517.26,2.33,0,519.59,-2.489364,0.076689,11.40002,8
0,0.11,489.3,2.33,0,491.63,NaN,NaN,NaN,8
0,0.12,456.68,0,0,456.68,-3.598003,0.686543,10.754262,8
0,0.13,407.75,0,0,407.75,-4.079766,1.221171,10.95912,8
0,0.14,354.16,0,0,354.16,-4.457717,2.148863,10.808013,8
0,0.15,286.59,0,0,286.59,-4.902209,2.566241,10.563754,8
0,0.16,219.02,0,0,219.02,-6.366586,2.929014,9.498272,8
0,0.17,158.44,0,0,158.44,-7.01452,3.11861,9.859043,8
0,0.18,109.51,0,0,109.51,-7.318597,4.111881,9.115622,8
0,0.19,65.24,0,0,65.24,-8.485253,5.014615,8.698,8
0,0.2,39.61,0,2.33,41.94,-8.682787,5.857611,8.809413,8
0,0.21,25,0,5,30,-9.619935,6.577389,8.833982,8
0,0.22,20,0,5,25,-9.730666,7.022224,9.033827,8
0,0.23,17.5,0,5,22.5,-9.148285,8.183411,9.299946,8
0,0.24,12.5,0,5,17.5,-9.733143,8.657743,9.812567,8
0,0.25,10,0,5,15,-7.804807,9.208495,9.862051,8
0,0.26,7.5,0,7.5,15,-7.367838,10.004503,8.972884,8
0,0.27,7.5,0,7.5,15,-4.443959,9.220006,10.435304,8
0,0.28,7.5,0,7.5,15,-1.767848,8.196155,10.548779,8
0,0.29,7.5,0,7.5,15,0.578875,6.953945,11.06131,8
0,0.3,7.5,0,7.5,15,2.809204,6.282246,11.650479,8
0,0.31,5,0,10,15,5.096262,4.822244,13.032469,8
0,0.32,5,0,10,15,6.74256,5.03366,14.442712,8
0,0.33,5,0,10,15,7.871056,3.802327,14.870845,8
0,0.34,2.5,0,10,12.5,8.554911,2.650283,14.951978,8
0,0.35,2.5,0,10,12.5,9.307925,1.751038,14.732781,8
0,0.36,2.48,0,10,12.48,9.884242,2.451734,14.883539,8
0,0.37,0,0,10,10,10.457412,2.134459,14.766572,8
0,0.38,0,0,10,10,11.231141,2.507879,15.201111,8
0,0.39,0,0,10,10,12.010672,2.22776,15.149717,8
0,0.4,0,0,10,10,11.58488,2.280717,15.105332,8
0,0.41,0,0,10,10,11.895908,2.186965,14.945348,8
0,0.42,0,0,7.48,7.48,12.354399,2.540286,15.063235,8
0,0.43,0,0,7.48,7.48,12.597377,3.024769,15.187205,8
0,0.44,0,0,7.48,7.48,12.26956,3.175307,15.115718,8
0,0.45,0,0,5,5,12.041877,3.335699,15.499084,8
0,0.46,0,0,5,5,12.182159,3.203809,15.429334,8
0,0.47,2.48,0,2.48,4.96,11.587188,2.542781,14.729027,8
0,0.48,2.48,0,2.48,4.96,11.037562,2.989654,14.890305,8
0,0.49,0,0,2.48,2.48,9.932552,2.708443,14.940032,8
0,0.5,0,0,2.48,2.48,9.789145,2.859984,14.653493,8
0,0.51,2.18,4.36,4.36,10.9,8.841811,2.987062,14.316235,8
0,0.52,6.54,6.54,4.36,17.44,7.103598,2.79047,13.852965,8
0,0.53,34.88,14.17,4.36,53.41,5.715388,3.440731,13.481555,8
0,0.54,54.5,21.8,6.54,82.84,5.519234,3.556619,13.34869,8
0,0.55,79.57,34.88,6.54,120.99,4.399512,2.460928,13.079907,8
0,0.56,104.64,49.05,11.99,165.68,3.363451,1.229882,14.302235,8
0,0.57,131.89,69.76,11.99,213.64,1.588077,0.559977,15.347669,8
0,0.58,154.78,83.93,11.99,250.7,1.612269,0.004889,15.397382,8
0,0.59,179.85,97.01,14.17,291.03,1.958794,-0.727179,14.652209,8
0,0.6,199.47,109,14.17,322.64,2.269305,-1.077478,13.528361,8
0,0.61,219.09,119.9,14.17,353.16,2.529798,-1.711711,12.823797,8
0,0.62,234.35,124.26,14.17,372.78,2.692668,-2.318328,12.972892,8
0,0.63,249.61,126.44,14.17,390.22,3.179958,-3.207821,12.845914,8
0,0.64,261.6,126.44,14.17,402.21,3.03115,-2.676363,13.526702,8
0,0.65,272.5,126.44,14.17,413.11,2.493501,-2.626519,14.381794,8
0,0.66,279.18,124.08,11.28,414.54,2.214456,-2.244367,14.541148,8
0,0.67,286.23,119.85,14.1,420.18,1.82292,-1.667261,14.29491,8
0,0.68,294.69,114.21,11.28,420.18,1.784296,-2.272529,14.107756,8
0,0.69,298.92,109.98,9.87,418.77,1.741063,-2.984121,13.665975,8
0,0.7,307.38,104.34,9.87,421.59,1.846687,-2.637505,13.798399,8
0,0.71,308.79,104.34,9.87,423,1.62394,-1.995503,13.863501,8
0,0.72,314.43,98.7,9.87,423,1.419246,-2.111619,13.540176,8
0,0.73,318.66,98.7,9.87,427.23,1.445722,-2.513496,13.336631,8
0,0.74,321.48,98.7,9.87,430.05,1.426781,-2.576432,13.38631,8
0,0.75,327.12,98.7,9.87,435.69,1.310155,-2.597432,13.254212,8
0,0.76,331.35,98.7,9.87,439.92,1.679519,-2.426933,13.430599,8
0,0.77,339.81,101.52,9.87,451.2,1.619003,-2.373707,13.367121,8
0,0.78,346.86,101.52,9.87,458.25,1.419846,-2.627305,13.491851,8
0,0.79,349.68,107.16,9.87,466.71,1.397032,-2.774584,13.453556,8
0,0.8,352.5,107.16,9.87,469.53,1.864764,-2.880777,13.464433,8
0,0.81,354.64,111.54,11.44,477.62,1.877267,-2.830584,13.47488,8
0,0.82,354.64,114.4,8.58,477.62,1.927832,-2.849532,13.499876,8
0,0.83,354.64,117.26,11.44,483.34,2.01991,-2.960628,13.533289,8
0,0.84,354.64,121.55,8.58,484.77,2.172046,-2.96928,13.289328,8
0,0.85,354.64,124.41,8.58,487.63,2.267048,-3.081793,13.273967,8
0,0.86,357.5,124.41,11.44,493.35,2.261094,-3.165634,13.194554,8
