Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
0,0.01,243,47.25,4.5,294.75,-1.697052,2.875435,9.07906,4
0,0.02,285.75,54,4.5,344.25,-1.681408,2.520093,8.328135,4
0,0.03,330.75,58.5,4.5,393.75,-1.174827,1.820219,8.365544,4
0,0.04,375.75,63,4.5,443.25,-1.237992,1.203928,8.303208,4
0,0.05,416.25,69.75,4.5,490.5,-1.225811,1.366843,8.639215,4
0,0.06,452.25,72,4.5,528.75,-1.635778,1.29523,9.154279,4
0,0.07,481.5,74.25,4.5,560.25,-1.276599,1.883045,10.094611,4
0,0.08,510.75,74.25,2.25,587.25,-1.445018,2.147384,10.380193,4
0,0.09,540,76.5,4.5,621,-1.418973,2.165153,10.751253,4
0,0.1,562.5,78.75,2.25,643.5,-1.383309,2.099072,11.01423,4
0,0.11,580.32,76.88,2.48,659.68,-1.793383,1.6752,10.323538,4
0,0.12,592.72,79.36,4.96,677.04,-1.954521,1.455637,10.094909,4
0,0.13,600.16,79.36,4.96,684.48,-1.421008,1.576042,10.566305,4
0,0.14,610.08,79.36,4.96,694.4,-1.52843,1.46716,10.605577,4
0,0.15,615.04,74.4,2.48,691.92,-1.513647,1.579742,10.810409,4
0,0.16,620,71.92,2.48,694.4,-1.993913,0.746763,10.255113,4
0,0.17,620,69.44,2.48,691.92,-2.164165,0.590805,10.475455,4
0,0.18,615.04,66.96,2.48,684.48,-2.38424,0.534171,10.378882,4
0,0.19,610.08,64.48,2.48,677.04,-1.970469,0.767172,10.573293,4
0,0.2,595.2,59.52,2.48,657.2,-2.207829,1.122344,10.783834,4
0,0.21,577.84,57.04,2.48,637.36,-2.177022,1.758214,11.361682,4
0,0.22,562.96,57.04,2.48,622.48,-2.262775,1.661417,11.406626,4
0,0.23,545.6,59.52,2.48,607.6,-2.813505,1.345305,10.998893,4
0,0.24,538.16,59.52,0,597.68,-2.914524,1.453142,11.015652,4
0,0.25,533.2,62,0,595.2,-2.995592,1.543991,11.027338,4
0,0.26,530,59.36,0,589.36,-2.946094,1.384594,11.022921,4
0,0.27,523.64,57.24,0,580.88,-2.944995,1.253423,10.972983,4
0,0.28,521.52,57.24,2.12,580.88,-2.946307,1.151285,10.936752,4
0,0.29,519.4,57.24,0,576.64,-2.930544,1.027218,10.866706,4
0,0.3,513.04,57.24,0,570.28,-2.576036,1.23935,11.202755,4
0,0.31,508.8,53,0,561.8,-3.008076,0.947456,10.733762,4
0,0.32,498.2,50.88,0,549.08,-3.05445,0.893487,10.70355,4
0,0.33,489.72,48.76,0,538.48,-2.986336,0.875626,10.646832,4
0,0.34,477,44.52,0,521.52,-2.894969,0.819401,10.553817,4
0,0.35,453.68,38.16,0,491.84,-2.910477,0.660465,10.532392,4
0,0.36,424,36.04,0,460.04,-2.899724,0.711896,10.619081,4
0,0.37,379.48,29.68,0,409.16,-2.637416,0.925633,10.868846,4
0,0.38,328.6,23.32,2.12,354.04,-2.450503,1.039631,11.018698,4
0,0.39,281.96,19.08,2.12,303.16,-2.45865,0.823049,10.720601,4
0,0.4,239.56,14.84,2.12,256.52,-2.662451,0.20457,10.320369,4
0,0.41,209.04,12.48,2.08,223.6,-2.67781,-0.104707,9.915783,4
0,0.42,192.4,9.36,2.08,203.84,-2.133185,-0.28028,10.286482,4
0,0.43,179.92,7.28,0,187.2,-2.049349,-0.563515,10.24841,4
0,0.44,174.72,7.28,2.08,184.08,-1.808927,-0.768835,10.496827,4
0,0.45,169.52,7.28,0,176.8,-2.332707,-0.976435,11.111986,4
0,0.46,169.52,7.28,0,176.8,-1.716175,-0.507959,12.495374,4
0,0.47,167.44,7.28,0,174.72,-1.197785,-1.029768,12.797557,4
0,0.48,167.44,9.36,0,176.8,-1.678264,-1.000638,13.143414,4
0,0.49,171.6,9.36,0,180.96,-1.206172,-1.154646,13.478603,4
0,0.5,176.8,12.48,0,189.28,-1.131684,-1.513296,13.71448,4
0,0.51,184.08,14.56,0,198.64,-1.047169,-1.563359,13.611631,4
0,0.52,199.68,19.76,2.08,221.52,-1.276582,-1.757394,13.856168,4
