Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
1,0.01,9.63,34.24,267.5,311.37,-6.75798,2.521779,14.701174,2
1,0.02,2.14,26.75,264.29,293.18,-6.415732,2.704245,14.967617,2
1,0.03,0,22.47,258.94,281.41,-5.915127,2.492624,15.098829,2
1,0.04,0,17.12,251.45,268.57,-4.756624,2.742909,15.104255,2
1,0.05,0,14.98,247.17,262.15,-3.745598,3.288648,15.664058,2
1,0.06,0,14.98,239.68,254.66,-3.84603,3.338768,15.482504,2
1,0.07,0,17.12,232.19,249.31,-3.389372,3.494071,15.278025,2
1,0.08,0,19.26,226.84,246.1,-3.033944,3.38009,15.432871,2
1,0.09,0,24.61,221.49,246.1,-2.84055,3.604927,15.493824,2
1,0.1,6.88,29.24,215,251.12,-3.348292,3.39327,15.672434,2
1,0.11,17.2,39.56,199.52,256.28,-3.698374,3.426098,15.686801,2
1,0.12,39.56,47.3,187.48,274.34,-3.926798,3.190566,15.680024,2
1,0.13,56.76,54.18,174.58,285.52,-4.268892,3.173827,15.942962,2
1,0.14,77.4,56.76,159.96,294.12,-5.233041,3.047754,15.063127,2
1,0.15,92.02,61.92,147.06,301,-5.632709,2.593973,15.353764,2
1,0.16,107.5,64.5,136.74,308.74,-6.325542,2.306612,14.837548,2
1,0.17,122.12,67.08,124.7,313.9,-6.337289,2.095363,14.694644,2
1,0.18,132.44,67.08,116.96,316.48,-6.676626,1.640474,14.494937,2
1,0.19,144.48,69.66,109.22,323.36,-6.608414,1.610228,14.157058,2
1,0.2,157.38,69.66,102.34,329.38,-6.635733,1.515684,13.865255,2
1,0.21,164.26,72.24,97.18,333.68,-6.671195,1.345665,13.729466,2
1,0.22,169.42,72.24,89.44,331.1,-6.652524,1.355164,13.7299,2
1,0.23,177.16,72.24,86.86,336.26,-6.79542,1.361718,13.660517,2
1,0.24,182.32,72.24,84.28,338.84,-6.969384,1.462849,13.737953,2
1,0.25,189.66,72.21,79.17,341.04,-7.023602,1.517016,13.66531,2
1,0.26,192.27,72.21,77.43,341.91,-7.030745,1.518196,13.551606,2
1,0.27,194.88,72.21,74.82,341.91,-7.089458,1.502015,13.417151,2
