Grounded,Time[secs],Forefoot Force[N],Midfoot Force[N],Heel Force[N],TForce[N],RAnkleFlexion,RAnkleInversion,RAnkleAbduction,Person
1,0.01,291.54,181.89,319.92,793.35,-11.268162,4.147051,11.836895,5
1,0.02,291.54,184.47,317.34,793.35,-11.601544,3.951933,11.782713,5
1,0.03,294.12,181.89,312.18,788.19,-11.512925,3.73643,11.843431,5
1,0.04,296.7,181.89,309.6,788.19,-11.644373,3.897322,11.957655,5
1,0.05,299.28,184.47,309.6,793.35,-11.380625,3.946451,12.281506,5
1,0.06,301.86,184.47,307.02,793.35,-11.396325,3.800528,12.347199,5
1,0.07,304.44,184.47,304.44,793.35,-11.301646,3.703411,12.323922,5
1,0.08,303.92,182.09,301.3,787.31,-11.259766,3.545803,12.301734,5
1,0.09,306.54,182.09,299.99,788.62,-11.085137,3.457208,12.338595,5
1,0.1,309.16,182.09,297.37,788.62,-11.017475,3.420331,12.319015,5
1,0.11,314.4,182.09,294.75,791.24,-10.665286,3.473254,12.392826,5
1,0.12,314.4,182.09,292.13,788.62,-10.37022,3.592616,12.607686,5
1,0.13,317.02,179.47,286.89,783.38,-10.291559,3.469718,12.80825,5
1,0.14,317.02,179.47,284.27,780.76,-10.291916,3.429405,12.980955,5
1,0.15,319.64,176.85,276.41,772.9,-10.513925,3.296454,12.911724,5
1,0.16,324.88,179.47,273.79,778.14,-10.523222,3.276339,12.895732,5
1,0.17,324.88,176.85,272.48,774.21,-10.435193,3.207851,12.925781,5
1,0.18,327.5,174.23,267.24,768.97,-10.35303,3.145933,13.019118,5
1,0.19,327.5,168.99,254.14,750.63,-10.112781,3.05799,13.094773,5
1,0.2,324.88,163.75,242.35,730.98,-9.687028,2.906931,13.677279,5
1,0.21,322.26,154.58,217.46,694.3,-9.611782,3.254841,13.460455,5
1,0.22,311.78,138.86,189.95,640.59,-9.474113,3.209072,13.787388,5
1,0.23,302.5,122.21,157.3,582.01,-9.265758,3.364936,13.920638,5
1,0.24,289.19,104.06,127.05,520.3,-9.44828,3.153152,13.783842,5
1,0.25,274.67,87.12,99.22,461.01,-8.984045,3.393524,14.187144,5
1,0.26,251.68,71.39,77.44,400.51,-8.886094,3.937977,14.51791,5
1,0.27,223.85,59.29,59.29,342.43,-8.528379,4.202686,14.683751,5
1,0.28,199.65,47.19,47.19,294.03,-9.037373,3.796704,14.627124,5
1,0.29,169.4,33.88,33.88,237.16,-9.283486,4.122586,14.148123,5
1,0.3,146.41,24.2,26.62,197.23,-8.913228,4.21056,14.293107,5
1,0.31,127.05,16.94,19.36,163.35,-8.616089,4.217239,14.437061,5
1,0.32,108.9,9.68,14.52,133.1,-8.317258,3.94497,14.103401,5
1,0.33,99.22,4.84,9.68,113.74,-7.937144,3.599452,13.766256,5
1,0.34,89.54,2.42,7.26,99.22,-7.608748,3.606385,13.467794,5
1,0.35,82.28,0,7.26,89.54,-7.150176,3.600936,13.280337,5
1,0.36,79.86,0,9.68,89.54,-6.810828,3.764483,13.187813,5
1,0.37,77.44,2.42,12.1,91.96,-6.214916,3.763258,13.154481,5
1,0.38,77.39,0,17.04,94.43,-6.248714,3.952219,13.073485,5
1,0.39,77.39,2.13,22.01,101.53,-6.224308,4.306714,13.153263,5
1,0.4,79.52,4.97,26.98,111.47,-6.168192,4.204166,13.047561,5
1,0.41,84.49,9.94,34.79,129.22,-6.323524,4.547267,13.360472,5
1,0.42,99.4,12.07,39.76,151.23,-6.619361,4.58228,13.356803,5
1,0.43,112.18,17.04,46.86,176.08,-6.835193,4.560313,13.225876,5
1,0.44,124.96,22.01,54.67,201.64,-7.447907,4.246489,12.86671,5
1,0.45,134.9,24.85,59.64,219.39,-7.511096,3.989108,12.116025,5
1,0.46,149.81,29.82,62.48,242.11,-7.757464,3.873865,11.784719,5
1,0.47,156.91,31.95,64.61,253.47,-7.824035,3.770755,11.629533,5
1,0.48,164.72,36.92,67.45,269.09,-8.366693,3.428518,11.126413,5
1,0.49,169.69,39.76,69.58,279.03,-8.515003,3.651532,10.885169,5
1,0.5,174.66,44.73,74.55,293.94,-8.836451,3.771074,10.686746,5
1,0.51,174.66,44.73,79.52,298.91,-8.679323,3.916528,10.769287,5
1,0.52,177.5,46.86,82.36,306.72,-8.70123,3.951866,11.024476,5
1,0.53,177.12,46.8,90,313.92,-8.848368,3.90765,10.916461,5
1,0.54,177.12,49.68,94.32,321.12,-8.890093,3.58711,11.217584,5
1,0.55,177.12,51.84,99.36,328.32,-9.11867,3.877631,10.632057,5
1,0.56,174.96,51.84,107.28,334.08,-9.341232,3.807727,10.290789,5
1,0.57,172.08,54.72,114.48,341.28,-9.410494,3.688489,10.123507,5
1,0.58,167.04,54.72,122.4,344.16,-9.411106,3.416923,9.99793,5
1,0.59,162,54.72,132.48,349.2,-9.460322,3.335879,9.888992,5
1,0.6,154.8,51.84,139.68,346.32,-9.508749,3.331451,9.83674,5
1,0.61,146.88,51.84,149.76,348.48,-9.687417,3.311397,9.620026,5
1,0.62,141.84,54.72,159.84,356.4,-9.716741,3.208993,9.542998,5
1,0.63,139.68,51.84,169.92,361.44,-9.714493,3.161157,9.546262,5
1,0.64,136.8,54.72,174.96,366.48,-9.924387,3.09979,9.525026,5
1,0.65,136.8,51.84,180,368.64,-10.028584,2.978947,9.450447,5
1,0.66,136.8,51.84,180,368.64,-10.05226,2.913174,9.361432,5
1,0.67,136.8,51.84,180,368.64,-10.055173,2.804084,9.198423,5
1,0.68,139.68,54.72,180,374.4,-9.790494,2.819441,9.127411,5
1,0.69,139.68,51.84,180,371.52,-9.87418,2.73054,8.993645,5
1,0.7,141.84,54.72,180,376.56,-9.979862,2.590817,8.959848,5
1,0.71,144.72,54.72,180,379.44,-9.96356,2.598243,9.012532,5
1,0.72,144.72,54.72,180,379.44,-9.963649,2.616407,9.091153,5
1,0.73,146.88,54.72,180,381.6,-9.89858,2.651755,9.154941,5
1,0.74,149.76,54.72,177.12,381.6,-9.61051,2.673359,9.340951,5
1,0.75,151.92,56.88,174.96,383.76,-9.940151,2.62301,9.135173,5
1,0.76,151.92,56.88,174.96,383.76,-9.592851,2.661918,9.245364,5
1,0.77,154.8,56.88,172.08,383.76,-9.630694,2.66991,9.182346,5
1,0.78,154.8,56.88,172.08,383.76,-9.636145,2.637646,9.160469,5
1,0.79,156.96,59.76,169.92,386.64,-9.641946,2.611182,9.169844,5
1,0.8,159.84,59.76,167.04,386.64,-9.586243,2.679172,9.159979,5
1,0.81,162,59.76,167.04,388.8,-9.598119,2.70174,9.174345,5
1,0.82,162,59.76,164.88,386.64,-9.579081,2.704399,9.192355,5
1,0.83,164.78,62.37,162.47,389.62,-9.58642,2.744538,9.217373,5
1,0.84,164.78,62.37,162.47,389.62,-9.545437,2.722036,9.279808,5
1,0.85,167.09,62.37,159.39,388.85,-9.57008,2.65016,9.330193,5
1,0.86,169.4,64.68,159.39,393.47,-9.506853,2.649434,9.37651,5
1,0.87,172.48,64.68,154.77,391.93,-9.489421,2.563943,9.405698,5
1,0.88,177.1,64.68,152.46,394.24,-9.387667,2.552166,9.378102,5
